"","FeatureName","FeatureID","AvgRank"
"1509","cg18676867",4183,2306
"1510","cg06969739",1693,2306.6
"1511","cg00139683",30,2307
"1512","cg14303972",3307,2307.4
"1513","cg09918510",2341,2308.2
"1514","cg23294353",5035,2308.8
"1515","cg06130714",1526,2309.2
"1516","cg23156439",4995,2309.8
"1517","cg14011611",3235,2311.2
"1518","cg06746453",1636,2312.2
"1519","cg18844029",4215,2313.2
"1520","cg14559574",3365,2313.6
"1521","cg04214938",1093,2313.8
"1522","cg13770114",3172,2314.8
"1523","cg01410163",364,2315.4
"1524","cg25899922",5548,2315.8
"1525","cg13013381",3001,2316.4
"1526","cg09624528",2272,2317.6
"1527","cg10008710",2362,2317.8
"1528","cg01127586",283,2321.2
"1529","cg06405186",1569,2321.6
"1530","cg21199346",4651,2322.2
"1531","cg09873215",2326,2322.8
"1532","cg26074618",5578,2323.4
"1533","cg10178628",2404,2324.2
"1534","cg24676283",5316,2325.2
"1535","cg08236836",1979,2329
"1536","cg07216884",1752,2331
"1537","cg12344046",2856,2331
"1538","cg07935784",1909,2336.8
"1539","cg02057013",528,2337.8
"1540","cg06862410",1664,2338
"1541","cg02577881",658,2338.6
"1542","cg10701252",2511,2339
"1543","cg08625289",2071,2339.2
"1544","cg02552255",649,2339.4
"1545","cg26186132",5600,2339.6
"1546","cg06332335",1558,2339.8
"1547","cg21405109",4690,2341.8
"1548","cg20511277",4518,2342
"1549","cg01109065",279,2342.8
"1550","cg02372613",602,2342.8
"1551","cg22289115",4847,2343.8
"1552","cg01442600",373,2345.4
"1553","cg23051411",4976,2345.6
"1554","cg10668198",2505,2346
"1555","cg23734234",5112,2347.2
"1556","cg23337162",5048,2347.4
"1557","cg07522661",1832,2348.6
"1558","cg03260781",844,2348.8
"1559","cg16101581",3653,2351.6
"1560","cg22026255",4790,2351.8
"1561","cg15263946",3500,2353.2
"1562","cg25969107",5559,2354.6
"1563","cg16026902",3637,2354.8
"1564","cg22863700",4945,2355
"1565","cg01783736",456,2357.8
"1566","cg27341636",5840,2358.4
"1567","cg10521948",2477,2359
"1568","cg14701682",3399,2360.8
"1569","cg08180553",1962,2361
"1570","cg02029841",522,2361.4
"1571","cg21216258",4654,2361.8
"1572","cg05363955",1360,2362.2
"1573","cg08957605",2138,2362.4
"1574","cg16400798",3723,2363.6
"1575","cg11125315",2596,2363.8
"1576","cg01511151",384,2364.4
"1577","cg08057475",1932,2364.4
"1578","cg22144225",4808,2367.8
"1579","cg00145438",32,2369
"1580","cg26118221",5588,2372.6
"1581","cg10096351",2382,2373.2
"1582","cg16536560",3753,2373.2
"1583","cg11496630",2671,2374
"1584","cg07653363",1854,2374.2
"1585","cg18884388",4225,2376.8
"1586","cg14034270",3243,2378
"1587","cg27495643",5870,2378
"1588","cg07962128",1915,2378.8
"1589","cg05227215",1323,2379.2
"1590","cg02354125",596,2379.4
"1591","cg01914838",493,2382.6
"1592","cg13442104",3091,2382.6
"1593","cg14516385",3357,2382.8
"1594","cg03987884",1037,2384.2
"1595","cg09059988",2150,2384.6
"1596","cg16584901",3765,2384.6
"1597","cg14028143",3239,2385.2
"1598","cg10734665",2515,2385.8
"1599","cg08703722",2086,2386
"1600","cg02743252",703,2389
"1601","cg12601963",2928,2389.8
"1602","cg09748856",2294,2390.6
"1603","cg22302772",4849,2391
"1604","cg01772700",452,2392
"1605","cg25530583",5484,2392.2
"1606","cg09066963",2151,2393.4
"1607","cg05666266",1430,2394.4
"1608","cg26571002",5683,2396.6
"1609","cg23711461",5105,2397.8
"1610","cg14150666",3269,2399
"1611","cg22648135",4910,2399.2
"1612","cg12967838",2994,2399.4
"1613","cg25261331",5433,2399.6
"1614","cg07415998",1803,2399.8
"1615","cg12403148",2872,2399.8
"1616","cg20541187",4523,2400.2
"1617","cg15088000",3466,2401.2
"1618","cg08778287",2103,2401.6
"1619","cg12271981",2838,2402.6
"1620","cg25815421",5538,2402.6
"1621","cg23281382",5030,2402.8
"1622","cg15055149",3456,2403
"1623","cg27574071",5888,2405
"1624","cg25103772",5404,2406.2
"1625","cg12438413",2883,2409.6
"1626","cg11107430",2590,2410.4
"1627","cg23749637",5118,2411.4
"1628","cg09135113",2165,2412.6
"1629","cg00590251",150,2413.4
"1630","cg18712752",4188,2415
"1631","cg25392777",5467,2415.4
"1632","cg16522053",3749,2416
"1633","cg16349827",3712,2416.4
"1634","cg23814129",5129,2416.8
"1635","cg23016257",4969,2418
"1636","cg06463142",1580,2418.2
"1637","cg00013618",3,2419.2
"1638","cg22159025",4817,2420.4
"1639","cg17052816",3862,2420.6
"1640","cg01752978",445,2421.8
"1641","cg01102582",274,2422
"1642","cg02379437",604,2422.6
"1643","cg26399903",5648,2424.6
"1644","cg12050728",2787,2425
"1645","cg00756860",187,2425.4
"1646","cg18382341",4127,2425.4
"1647","cg00562011",141,2426.2
"1648","cg05981815",1505,2429.8
"1649","cg21324936",4677,2430
"1650","cg08069147",1934,2430.8
"1651","cg25208258",5424,2431
"1652","cg15119640",3473,2431.2
"1653","cg04789818",1215,2432.6
"1654","cg14094320",3258,2433.2
"1655","cg08066645",1933,2434
"1656","cg16212341",3680,2434.4
"1657","cg06869641",1668,2434.6
"1658","cg24148920",5203,2434.8
"1659","cg23302291",5036,2435.8
"1660","cg15691129",3578,2436
"1661","cg10395920",2447,2436.6
"1662","cg03618113",932,2437
"1663","cg08250099",1985,2437.6
"1664","cg25590318",5499,2437.6
"1665","cg02983090",780,2439
"1666","cg03284281",852,2439
"1667","cg06883868",1671,2439.8
"1668","cg11131508",2599,2439.8
"1669","cg17435182",3942,2439.8
"1670","cg25583128",5496,2439.8
"1671","cg17370272",3930,2440.2
"1672","cg04826040",1225,2440.4
"1673","cg03888033",1011,2441.6
"1674","cg04144686",1074,2442.2
"1675","cg15169727",3483,2442.2
"1676","cg04006565",1044,2443.4
"1677","cg05881436",1475,2445
"1678","cg27216780",5812,2445.2
"1679","cg18197377",4092,2446.4
"1680","cg22343275",4858,2446.6
"1681","cg25388823",5465,2446.6
"1682","cg09284336",2206,2448.8
"1683","cg08561071",2054,2451.2
"1684","cg26276667",5621,2451.8
"1685","cg15328758",3513,2452.2
"1686","cg20138680",4453,2452.2
"1687","cg20474788",4513,2452.2
"1688","cg10126181",2389,2453.2
"1689","cg24963810",5379,2454.2
"1690","cg15828044",3594,2454.4
"1691","cg08915824",2125,2454.8
"1692","cg11307715",2630,2455.8
"1693","cg20026939",4436,2456.6
"1694","cg03024698",794,2456.8
"1695","cg27331144",5839,2458.2
"1696","cg03689552",950,2458.4
"1697","cg04195581",1084,2459
"1698","cg16775167",3816,2459.4
"1699","cg13126652",3026,2460.6
"1700","cg20778411",4567,2461.4
"1701","cg23507031",5074,2461.6
"1702","cg09422614",2231,2462.8
"1703","cg05196835",1316,2464.6
"1704","cg22069989",4796,2464.6
"1705","cg02216202",567,2465.4
"1706","cg14741114",3407,2466.2
"1707","cg15727390",3580,2466.4
"1708","cg06037923",1512,2466.6
"1709","cg14235846",3291,2467
"1710","cg04583043",1170,2467.2
"1711","cg21028760",4619,2467.6
"1712","ch.12.9379220R",5907,2467.8
"1713","cg12233991",2830,2468
"1714","cg01254303",314,2468.2
"1715","cg11925609",2768,2468.8
"1716","cg24007886",5169,2470.6
"1717","cg03258577",842,2471.2
"1718","cg02423064",619,2472
"1719","cg23894227",5146,2473
"1720","cg01135538",286,2473.2
"1721","cg27420156",5855,2473.6
"1722","cg05573550",1414,2474.2
"1723","cg05385282",1362,2474.6
"1724","cg17742617",4001,2475.4
"1725","cg18919017",4232,2475.4
"1726","cg01213557",304,2476.8
"1727","cg08015507",1925,2476.8
"1728","cg07740693",1871,2477
"1729","cg12036392",2784,2477.2
"1730","cg16697996",3798,2477.2
"1731","cg26710371",5712,2477.4
"1732","cg21919834",4766,2479.8
"1733","cg05495798",1393,2480.4
"1734","cg09177519",2176,2480.8
"1735","cg24037647",5175,2480.8
"1736","cg07477296",1817,2481
"1737","cg04299439",1112,2481.6
"1738","cg17056747",3865,2485
"1739","cg00440702",108,2485.2
"1740","cg16885725",3834,2485.2
"1741","cg24041799",5178,2485.6
"1742","cg02906915",751,2486.6
"1743","cg06112554",1523,2486.6
"1744","cg23536675",5077,2488.4
"1745","cg19196264",4269,2488.6
"1746","cg11708870",2721,2488.8
"1747","cg27391816",5848,2489.2
"1748","cg17573028",3973,2489.4
"1749","cg19602452",4343,2489.4
"1750","cg26231652",5609,2490.8
"1751","cg18643199",4177,2491.8
"1752","cg12600749",2927,2492.4
"1753","cg13338798",3072,2492.4
"1754","cg11893763",2761,2494
"1755","cg12309817",2850,2494
"1756","cg05491276",1390,2495.8
"1757","cg02287007",585,2496.2
"1758","cg00972222",239,2496.6
"1759","cg04739134",1200,2496.8
"1760","cg09521743",2253,2496.8
"1761","cg14174378",3274,2497.6
"1762","cg17952446",4046,2498.8
"1763","cg12554925",2915,2499.8
"1764","cg26938334",5759,2500.4
"1765","cg10613707",2500,2500.8
"1766","cg22875855",4946,2501
"1767","cg26708100",5708,2501.4
"1768","cg13624418",3135,2502.6
"1769","cg02930207",763,2503
"1770","cg04923011",1252,2503.8
"1771","cg17500686",3960,2504.6
"1772","cg16926108",3837,2506.2
"1773","cg06779458",1646,2506.8
"1774","cg05656180",1427,2507
"1775","cg12666166",2944,2507.2
"1776","cg12404465",2873,2509.4
"1777","cg07192594",1743,2510
"1778","cg03010889",791,2510.6
"1779","cg14394662",3329,2512.8
"1780","cg19597318",4341,2513.2
"1781","cg00017475",5,2514.2
"1782","cg25895961",5547,2514.4
"1783","cg08411833",2017,2515.6
"1784","cg23120601",4988,2515.6
"1785","cg15344659",3519,2518.4
"1786","cg16313910",3701,2518.4
"1787","cg24391854",5254,2519.2
"1788","cg01222304",306,2519.8
"1789","cg12595667",2926,2520
"1790","cg08356637",2008,2522.6
"1791","cg16640517",3780,2523
"1792","cg17238522",3909,2523
"1793","cg06264868",1544,2523.2
"1794","cg07268431",1765,2524.8
"1795","cg27059228",5784,2525.2
"1796","cg00313795",78,2526.2
"1797","cg21316379",4675,2529.8
"1798","cg22143766",4807,2529.8
"1799","cg20634738",4539,2530
"1800","cg24031228",5172,2530
"1801","cg12937950",2991,2530.2
"1802","cg24548869",5286,2530.4
"1803","cg26360616",5638,2531.2
"1804","cg13878116",3200,2532
"1805","cg25891789",5546,2532.2
"1806","cg03216085",838,2533.6
"1807","cg24166022",5210,2533.8
"1808","cg06570843",1601,2534.4
"1809","cg07517909",1831,2535.6
"1810","cg00828556",204,2535.8
"1811","cg08547097",2050,2536
"1812","cg12886731",2982,2536.8
"1813","cg05924780",1484,2537.8
"1814","cg02512202",636,2538.8
"1815","cg11346764",2643,2538.8
"1816","cg07466166",1811,2539.8
"1817","cg02809591",720,2540.8
"1818","cg26879891",5747,2540.8
"1819","cg06598461",1609,2541.6
"1820","cg21500126",4705,2541.8
"1821","cg22529668",4892,2542.2
"1822","cg27660372",5897,2542.8
"1823","cg13030539",3005,2543
"1824","cg02739850",701,2543.6
"1825","cg04581728",1169,2544.2
"1826","cg05494604",1392,2546
"1827","cg03972852",1032,2546.8
"1828","cg01109337",280,2548.2
"1829","cg19928247",4411,2548.4
"1830","cg20301678",4477,2551.4
"1831","cg04865056",1237,2552.4
"1832","cg16511225",3746,2553
"1833","cg18563348",4159,2553
"1834","cg19355555",4302,2553.8
"1835","cg18760502",4199,2554
"1836","cg14602087",3377,2554.2
"1837","cg00383735",95,2554.4
"1838","cg23105605",4986,2555
"1839","cg25606097",5501,2556.2
"1840","cg06321336",1555,2556.6
"1841","cg12345696",2857,2559.6
"1842","cg24216596",5223,2560.6
"1843","cg26110605",5585,2561
"1844","cg05765761",1451,2562
"1845","cg21521117",4709,2562.4
"1846","cg17192356",3899,2565.2
"1847","cg18886932",4227,2565.4
"1848","cg14806418",3416,2565.6
"1849","cg06815411",1651,2565.8
"1850","cg16645983",3781,2565.8
"1851","cg17127816",3883,2566.4
"1852","cg04338863",1119,2567.4
"1853","cg05548773",1409,2568
"1854","cg02173067",555,2569.2
"1855","cg26546664",5675,2570.4
"1856","cg00556126",140,2571
"1857","cg08141612",1952,2571
"1858","cg13444005",3092,2572.4
"1859","cg20639942",4540,2572.4
"1860","cg05355167",1358,2573.4
"1861","cg07112884",1721,2574.4
"1862","cg04435828",1134,2575.4
"1863","ch.6.2625594F",5923,2575.4
"1864","cg17268033",3911,2576.6
"1865","cg11064915",2582,2577
"1866","cg01644972",417,2577.2
"1867","cg17707274",3991,2577.4
"1868","cg11664861",2708,2578
"1869","cg09269013",2202,2578.4
"1870","cg11923920",2767,2579.4
"1871","cg16198315",3676,2579.4
"1872","cg26695157",5705,2580.4
"1873","cg17082366",3874,2581.2
"1874","cg13321166",3066,2582.2
"1875","cg15134553",3478,2582.6
"1876","cg17311921",3923,2583.4
"1877","cg03057808",809,2584.2
"1878","cg03435244",887,2584.8
"1879","cg17713010",3995,2585
"1880","cg03428888",886,2585.2
"1881","cg11814826",2746,2585.6
"1882","cg03995951",1038,2585.8
"1883","cg03721045",966,2586.8
"1884","cg20288565",4475,2589.6
"1885","cg07482296",1820,2590.8
"1886","cg09194930",2183,2591.6
"1887","cg21399703",4689,2592.6
"1888","cg27185267",5806,2592.6
"1889","cg05221720",1321,2593.8
"1890","cg05726258",1442,2595.4
"1891","cg26904700",5752,2595.4
"1892","cg21139325",4638,2596.6
"1893","cg14514393",3356,2598.2
"1894","cg23492225",5070,2599.2
"1895","cg09166410",2173,2599.6
"1896","cg22291371",4848,2600.8
"1897","cg01627252",415,2602.6
"1898","cg13444842",3094,2602.6
"1899","cg22987614",4967,2602.8
"1900","cg24850577",5359,2603.6
"1901","cg07746818",1872,2604
"1902","cg16106427",3655,2604.8
"1903","cg25137700",5411,2605.4
"1904","cg16429182",3730,2608.4
"1905","cg08646442",2078,2608.6
"1906","cg02537826",642,2609
"1907","cg15972125",3621,2609
"1908","cg16676200",3789,2610.4
"1909","cg18177616",4090,2610.4
"1910","cg01879591",483,2611.8
"1911","cg01929615",497,2612.6
"1912","cg18025430",4066,2613.2
"1913","cg23007574",4968,2613.4
"1914","cg20898922",4597,2614.4
"1915","cg27279968",5827,2614.4
"1916","cg23898292",5147,2615.6
"1917","cg08702740",2085,2615.8
"1918","cg02067584",531,2616.2
"1919","cg17658568",3983,2616.2
"1920","cg19825302",4388,2618.6
"1921","cg01270228",323,2618.8
"1922","cg19631845",4349,2619
"1923","cg04799980",1218,2621.2
"1924","cg14639567",3390,2621.8
"1925","cg00215587",54,2622
"1926","cg05131696",1297,2623.2
"1927","cg16619991",3777,2623.2
"1928","cg00864075",216,2623.4
"1929","cg07934026",1908,2623.8
"1930","cg21175585",4643,2627.6
"1931","cg19665362",4359,2628
"1932","cg17057268",3867,2628.6
"1933","cg26832552",5738,2629.8
"1934","cg07471089",1814,2630
"1935","cg01145119",292,2630.6
"1936","cg09796146",2308,2631
"1937","cg18128969",4083,2631.2
"1938","cg09102260",2158,2631.8
"1939","cg11680442",2712,2632
"1940","cg11668079",2709,2633
"1941","cg06171619",1532,2634.2
"1942","cg18468467",4138,2634.6
"1943","cg18234988",4099,2634.8
"1944","cg04415451",1131,2635.4
"1945","cg15287403",3504,2635.6
"1946","cg27640234",5894,2636
"1947","cg23233975",5018,2636.2
"1948","cg17514420",3963,2637.4
"1949","cg05941575",1491,2639.4
"1950","cg05063670",1282,2639.8
"1951","cg19949797",4416,2640.6
"1952","cg05861409",1470,2641
"1953","cg10179806",2405,2643.2
"1954","cg02032984",525,2643.4
"1955","cg03839717",996,2643.8
"1956","cg05643545",1426,2643.8
"1957","cg02974204",778,2644
"1958","cg01687369",429,2644.6
"1959","cg02380278",605,2645
"1960","cg01884549",485,2645.2
"1961","cg26981251",5766,2645.6
"1962","cg05908188",1481,2645.8
"1963","cg02298472",588,2646.6
"1964","cg07399636",1800,2647
"1965","cg22333471",4857,2647.4
"1966","cg10270785",2424,2647.6
"1967","cg23387800",5053,2647.6
"1968","cg24185649",5213,2647.8
"1969","cg21673929",4724,2649.6
"1970","cg01646795",418,2650.2
"1971","cg25219329",5425,2650.6
"1972","cg20680166",4552,2650.8
"1973","cg07382923",1795,2651.2
"1974","cg09899868",2334,2653
"1975","cg20567368",4527,2653.4
"1976","cg00730694",180,2654
"1977","cg08778681",2104,2654
"1978","cg04024799",1052,2655.8
"1979","cg08962020",2139,2655.8
"1980","cg26454300",5658,2656.4
"1981","cg22236143",4831,2657.2
"1982","cg01769243",451,2659
"1983","cg16373010",3719,2659
"1984","cg25043129",5397,2659.8
"1985","cg25777856",5530,2660.8
"1986","cg18554736",4156,2661.6
"1987","cg14507100",3351,2662.4
"1988","cg18995088",4246,2662.8
"1989","cg14397289",3331,2664.4
"1990","cg02510471",634,2664.6
"1991","cg15169980",3484,2664.6
"1992","cg16230999",3685,2665.6
"1993","cg07277061",1766,2666
"1994","cg05605445",1421,2666.4
"1995","cg13098438",3019,2667.6
"1996","cg04832545",1229,2668.4
"1997","cg09478603",2244,2668.8
"1998","cg12030298",2783,2669.8
"1999","cg08173263",1960,2670.2
"2000","cg02983424",781,2670.6
"2001","cg03410223",881,2670.6
"2002","cg12420683",2878,2671
"2003","cg06909689",1678,2671.2
"2004","cg09407507",2226,2672.2
"2005","cg00621574",157,2675
"2006","cg13777488",3177,2675
"2007","cg03541742",911,2675.8
"2008","cg20669159",4548,2676
"2009","cg10223233",2414,2676.2
"2010","cg11524260",2678,2676.6
"2011","cg26112843",5586,2678.4
"2012","cg12799835",2963,2680
"2013","cg26043812",5572,2680.2
"2014","cg11521434",2677,2681
"2015","cg04978343",1264,2681.2
"2016","cg05254689",1335,2684.4
"2017","cg19519509",4328,2684.6
"2018","cg27478913",5869,2684.8
"2019","cg13563119",3119,2685.2
"2020","cg11579630",2690,2685.8
"2021","cg09646173",2277,2686
"2022","cg21047583",4625,2689
"2023","cg09591830",2267,2689.4
"2024","cg18923635",4233,2690.6
"2025","cg13041595",3006,2690.8
"2026","cg24186506",5215,2690.8
"2027","cg13842222",3190,2691.4
"2028","cg14095283",3259,2691.4
"2029","cg18943812",4239,2691.4
"2030","cg15652381",3571,2692.2
"2031","cg06654103",1618,2692.4
"2032","cg00293128",71,2692.8
"2033","cg12898370",2985,2694.2
"2034","cg26817217",5734,2695.4
"2035","cg27646509",5896,2695.8
"2036","cg01080998",266,2696.2
"2037","cg09671650",2280,2696.4
"2038","cg21449445",4696,2696.6
"2039","cg25708328",5518,2696.6
"2040","cg02179478",557,2698.2
"2041","cg01995815",517,2699.4
"2042","cg20784955",4570,2701
"2043","cg05509696",1397,2701.6
"2044","cg25302172",5444,2702.8
"2045","cg20249469",4471,2703
"2046","cg04873927",1240,2704.4
"2047","cg07253384",1760,2705
"2048","cg23230830",5017,2705
"2049","cg14834893",3419,2705.8
"2050","cg07865216",1893,2706
"2051","cg04138591",1073,2706.8
"2052","cg18551225",4153,2707
"2053","cg17880210",4032,2709.8
"2054","cg21975337",4782,2710
"2055","cg21629500",4722,2710.6
"2056","cg20112962",4445,2711
"2057","cg11108474",2591,2711.8
"2058","cg18866817",4221,2711.8
"2059","cg03854198",1003,2712
"2060","cg00446065",111,2712.2
"2061","cg09481970",2246,2712.4
"2062","cg08441170",2027,2712.8
"2063","cg11331344",2638,2714.4
"2064","cg11577716",2689,2714.6
"2065","cg23737626",5114,2715.4
"2066","cg01727625",440,2715.8
"2067","cg06455149",1579,2715.8
"2068","cg16431610",3732,2716.8
"2069","cg07277756",1768,2717
"2070","cg17177599",3894,2718.2
"2071","cg19338721",4294,2718.2
"2072","cg01121060",282,2718.4
"2073","cg16460466",3734,2718.4
"2074","cg18764008",4200,2718.6
"2075","cg12445658",2885,2719.2
"2076","cg16336239",3709,2719.4
"2077","cg06844984",1658,2720.6
"2078","cg03003394",787,2720.8
"2079","cg16697433",3797,2723.4
"2080","cg27406618",5852,2723.4
"2081","cg15133344",3477,2724.6
"2082","cg20126498",4450,2725
"2083","cg17057218",3866,2725.6
"2084","cg19774899",4381,2726.6
"2085","cg10408439",2453,2727.4
"2086","cg09440385",2235,2727.6
"2087","cg03490331",903,2727.8
"2088","cg05657709",1428,2728.2
"2089","cg20945472",4602,2729.8
"2090","cg19264203",4281,2730.6
"2091","cg07989833",1920,2731
"2092","cg08608532",2064,2731.6
"2093","cg05103581",1291,2731.8
"2094","cg17420028",3941,2733.8
"2095","cg13638282",3140,2735
"2096","cg26011633",5566,2736
"2097","cg00060627",15,2737.2
"2098","cg19830849",4390,2738.2
"2099","cg25019707",5389,2738.6
"2100","cg04874795",1241,2738.8
"2101","cg16961648",3842,2739.4
"2102","cg04578744",1168,2740.4
"2103","cg21438722",4695,2740.4
"2104","cg06066587",1516,2740.8
"2105","cg20980587",4612,2741.6
"2106","cg09238199",2194,2741.8
"2107","cg18110419",4082,2742.2
"2108","cg24252766",5228,2743
"2109","cg12340166",2855,2743.6
"2110","cg10299941",2432,2744.6
"2111","cg03747028",972,2745
"2112","cg14152785",3270,2745.4
"2113","cg13150855",3038,2746
"2114","cg24686734",5324,2746.4
"2115","cg26255560",5617,2747.4
"2116","cg01139541",287,2747.6
"2117","cg11621683",2697,2747.8
"2118","cg02195201",561,2748
"2119","cg04765303",1211,2748.4
"2120","cg12583394",2922,2748.4
"2121","cg23211310",5007,2748.4
"2122","cg24315257",5241,2748.4
"2123","cg01405004",362,2749
"2124","cg15276536",3502,2749.4
"2125","cg19342109",4296,2749.4
"2126","cg22120738",4802,2750.4
"2127","cg08140055",1950,2750.6
"2128","cg03939693",1023,2752.2
"2129","cg01338148",342,2754.8
"2130","cg24701794",5328,2755.4
"2131","cg19395400",4312,2758.6
"2132","cg25220428",5426,2759.4
"2133","cg02358112",597,2760.2
"2134","cg00320845",80,2760.6
"2135","cg06862136",1663,2760.6
"2136","cg20804581",4575,2760.6
"2137","cg15529551",3552,2761
"2138","cg03840912",997,2761.4
"2139","cg02642958",675,2762.2
"2140","cg09610767",2269,2762.8
"2141","cg07207670",1748,2763
"2142","cg22213193",4827,2763
"2143","cg05308904",1346,2763.8
"2144","cg02693438",690,2764.2
"2145","cg04238575",1100,2765
"2146","cg13969662",3223,2766.4
"2147","cg16619186",3776,2766.4
"2148","cg26724572",5714,2767.4
"2149","cg19677795",4363,2768.4
"2150","cg01004980",250,2768.6
"2151","cg27050114",5781,2769.6
"2152","cg27275193",5824,2769.8
"2153","cg15107871",3472,2770
"2154","cg21961506",4776,2770.2
"2155","cg09055743",2147,2771.4
"2156","cg23286514",5032,2771.4
"2157","cg05523911",1400,2773.8
"2158","cg09170553",2175,2774.2
"2159","cg06855137",1661,2774.6
"2160","cg04482794",1154,2775
"2161","cg14033737",3241,2775.4
"2162","cg02229261",569,2775.8
"2163","cg24670943",5313,2776
"2164","cg25138412",5412,2777.4
"2165","cg21864706",4751,2778.4
"2166","cg24715928",5331,2779.6
"2167","cg21719937",4728,2781.4
"2168","cg25384630",5464,2781.4
"2169","cg25443689",5473,2781.6
"2170","cg02844866",734,2782.4
"2171","cg12128262",2810,2782.8
"2172","cg03669175",946,2784.6
"2173","cg13836638",3188,2785.4
"2174","cg13822691",3185,2786.2
"2175","ch.1.180997836R",5900,2787.2
"2176","cg00816676",202,2787.4
"2177","cg18927740",4234,2788
"2178","cg02775382",709,2788.2
"2179","cg15611832",3566,2788.2
"2180","cg14281612",3300,2788.6
"2181","cg15961744",3618,2788.6
"2182","cg00058009",14,2791.4
"2183","cg01304182",332,2792.4
"2184","cg13808145",3182,2792.4
"2185","cg21377007",4683,2792.4
"2186","cg16646662",3782,2793
"2187","cg13363608",3076,2794.2
"2188","cg15198344",3489,2795.2
"2189","cg02234734",574,2795.6
"2190","cg11552072",2683,2795.6
"2191","cg00794279",198,2796.4
"2192","cg02791948",714,2799.2
"2193","cg20101012",4444,2799.2
"2194","cg24837370",5353,2799.2
"2195","cg20424470",4498,2801
"2196","cg17748861",4002,2801.2
"2197","cg03057164",807,2801.4
"2198","cg14600987",3376,2803.2
"2199","cg18609891",4170,2804.2
"2200","cg17162095",3889,2804.4
"2201","cg20139706",4454,2804.6
"2202","cg12876838",2981,2806.4
"2203","cg14711013",3402,2807.2
"2204","cg11395955",2653,2808.4
"2205","cg17354708",3929,2809.8
"2206","cg25551661",5488,2810.4
"2207","cg20746482",4563,2810.8
"2208","cg23948391",5156,2810.8
"2209","cg10388667",2446,2811.4
"2210","cg02246671",577,2811.8
"2211","cg03849231",1000,2812
"2212","cg08239841",1981,2812
"2213","cg14597726",3375,2812.6
"2214","cg15413034",3530,2813.2
"2215","cg27316626",5834,2813.2
"2216","cg21183455",4646,2813.6
"2217","cg17066531",3868,2814.8
"2218","cg00864821",217,2815
"2219","cg04520047",1157,2815
"2220","cg11546621",2681,2815
"2221","cg11356004",2646,2815.2
"2222","ch.9.13245070R",5927,2815.2
"2223","cg01532187",391,2815.4
"2224","cg10430126",2456,2816.2
"2225","cg11863217",2757,2816.2
"2226","cg11427928",2660,2816.6
"2227","cg21630725",4723,2818.8
"2228","cg21915917",4765,2820
"2229","cg14968719",3444,2820.6
"2230","cg17275551",3913,2821
"2231","cg16451371",3733,2821.8
"2232","cg09741917",2292,2823
"2233","cg19954499",4418,2823
"2234","cg12295918",2844,2823.8
"2235","cg10821841",2531,2824
"2236","cg22211672",4826,2824.2
"2237","cg04261277",1106,2824.4
"2238","cg14053001",3246,2824.8
"2239","cg02617388",667,2825
"2240","cg18524091",4147,2825.4
"2241","cg10764907",2520,2826.6
"2242","cg05781968",1458,2826.8
"2243","cg19973085",4423,2827
"2244","cg02193967",560,2828.4
"2245","cg17502989",3961,2828.4
"2246","cg01826682",469,2829
"2247","cg07337446",1783,2830
"2248","cg26624914",5694,2830
"2249","cg22856771",4943,2830.4
"2250","cg21095379",4631,2832
"2251","cg09183151",2179,2832.2
"2252","cg09400887",2225,2832.2
"2253","cg06596503",1608,2832.6
"2254","cg01919377",494,2833
"2255","cg05766896",1452,2833.4
"2256","cg12351290",2858,2834.2
"2257","cg25250132",5430,2834.6
"2258","cg08070771",1935,2836.8
"2259","cg14281591",3299,2837.8
"2260","cg02759966",706,2838
"2261","cg02929855",761,2838
"2262","cg04747879",1203,2838
"2263","cg07298772",1775,2838
"2264","cg25572695",5495,2838.4
"2265","cg01400135",357,2839.6
"2266","cg18520238",4146,2839.6
"2267","cg00483217",121,2840.2
"2268","cg02187988",558,2840.2
"2269","cg10190990",2408,2840.6
"2270","cg22386583",4866,2840.6
"2271","cg18742986",4194,2842.6
"2272","cg16602441",3772,2843.6
"2273","cg18512553",4145,2843.8
"2274","cg13378649",3079,2844.6
"2275","cg25360861",5456,2844.6
"2276","cg14456683",3341,2844.8
"2277","cg18777554",4204,2844.8
"2278","cg20778885",4568,2844.8
"2279","cg14784242",3410,2845
"2280","cg23838785",5135,2846
"2281","cg19720135",4371,2846.2
"2282","cg22466716",4880,2846.2
"2283","cg00387156",96,2846.4
"2284","cg09859293",2322,2847
"2285","cg03036119",798,2847.4
"2286","cg05812836",1465,2847.8
"2287","cg13448092",3096,2847.8
"2288","cg05011467",1273,2848.8
"2289","cg03849834",1001,2849.8
"2290","cg22675021",4918,2850
"2291","cg25514427",5482,2850
"2292","cg01545109",394,2850.2
"2293","cg00145969",33,2850.6
"2294","cg25059070",5399,2851.2
"2295","cg11137160",2600,2851.4
"2296","cg16854049",3830,2851.6
"2297","cg24145109",5202,2852.4
"2298","ch.9.122161992R",5926,2853
"2299","cg04222297",1095,2853.2
"2300","cg13536080",3113,2853.2
"2301","cg07404200",1801,2853.6
"2302","cg05243890",1330,2853.8
"2303","cg19619405",4346,2853.8
"2304","cg00113623",20,2854.6
"2305","cg03784956",986,2854.8
"2306","cg05330668",1351,2855
"2307","cg00407866",100,2855.2
"2308","cg13398368",3084,2855.6
